,ZNF518B,ERCC-00130,GYPB,PIK3R5,GLIPR2,WNT5A,PENK,CRHBP,SEMA3E,CCDC81,ERCC-00022,TP53INP1,RHOBTB3,ALPK2,DNAJB14,ITGA5,PDLIM3,PCDH7,PMP22,DLC1,CLDN11,CER1,HAPLN1,COL5A2,PTPRZ1,PLOD2,ERCC-00046,AMIGO2,FAM46A,TMEM47,STC1,PDCD4,NUP35,POLR3G,PHLDA1,NANOG,GNG11,GPR83,VIM,SNX14,CD48,ACOX3,SERHL2,ERCC-00092,ST8SIA4,ERCC-00003,PRTG,SEMA3A,BMP2,GABRB2,PLXNA2,CALB1,CYP26A1,LIFR,MYCT1,BMP4,PMAIP1,ERCC-00136,SLC6A15,CDH11,ERCC-00002,ERCC-00096,ARL4D,ERCC-00060,ST8SIA1,ERCC-00043,LUM,NFIB,KLHL4,FLRT3,CPE,RFPL2,RGS5,ERCC-00171,CYP1B1,C12ORF23,IGDCC4,HLA-DRB1,DKK4,CLGN,ERCC-00042,TTK,OTX2,ERCC-00111,RNF13,MFAP4,APOBEC3G,SFRP1,GATA6,NIPSNAP3A,COL4A1,ERCC-00062,KIF23,ELMOD2,QPCT,SYNC,TRDN,ERCC-00009,VAMP7,ANGPT2,TSPAN12,IFI16,ERCC-00074,GYPE,COBLL1,AK4,NCAPG,USP44,SH3BGRL,B4GALT4,FREM1,ESRP1,ERCC-00145,ERCC-00095,APLNR,PROM1,RND3,CHL1,DDAH1,ERCC-00108,LRRCC1,CD9,LHX1,MCCC1,DKK1,GATM,BTBD10,NXT2,RHAG,ABCA1,ACTC1,ELL2,EPCAM,PIP4K2A,CCKBR,ERBB4,ATG4C,TDRD7,B3GNT5,BMPER,HAS2,ERCC-00004,COLEC12,ASNS,ENC1,NRP1,CA2,PRDM1,SFRP2,PELI2,NDC80,ERCC-00113,ALG6,CAMK2D,TIPIN,TFPI,LEPREL1
H9_24h_034,5.39283838230884,9.1870478522356,0.0,0.0,0.0,5.39283838230884,0.0,0.0,5.919112331791951,0.0,0.0,0.0,4.84416923254977,0.0,0.0,6.503359584010861,0.0,0.0,0.0,3.9163776918628197,2.22606084582129,3.3178927525386297,0.0,0.0,7.28622143523404,5.707882583788152,8.44438220867884,1.19012431200118,0.0,8.32836529968057,0.0,4.4379074133698895,0.0,5.635333975230581,2.31421636834246,3.940665653651259,0.0,0.0,1.19012431200118,0.0,0.0,0.0,0.0,0.0,2.34001105701336,0.0,3.4923393310764106,6.90929710576117,7.7388514670584705,6.84641105945325,0.0,0.0,0.0,0.0,0.0,0.0,7.5152324734079015,5.74283313220771,0.0,0.0,9.52457567224796,8.91183090725663,0.0,4.803030908600871,3.6301385994132502,3.3178927525386297,0.0,0.0,0.0,0.0,0.0,0.0,6.235344009932112,6.41943415878896,7.67477629380257,0.0,5.51917518036766,3.64794951059817,0.0,0.0,0.0,0.0,4.5102852464204695,0.0,0.0,1.6152164959051498,0.0,0.0,0.0,0.0,5.10118045227301,0.0,4.86779412251074,3.78839759325735,0.0,5.94485638968261,1.8332738973193201,0.0,0.0,1.9334944093003201,1.19012431200118,6.81390930631101,10.7110010693735,0.0,6.18540167217561,8.00028324210941,7.57512439181662,0.0,5.254367164749151,0.0,0.0,0.0,5.90591176648102,0.0,6.63941669169986,5.47827995650041,0.0,0.0,0.0,1.19012431200118,0.0,7.525806865009072,1.19012431200118,0.0,5.74283313220771,0.0,0.0,0.0,0.0,3.64794951059817,2.88920486810246,6.05241427696545,5.6720642617144,0.0,3.11941331739327,0.0,1.8332738973193201,0.0,0.0,0.0,2.6151563923717998,6.71176533911667,7.29507922178123,7.87992319402498,0.0,0.0,1.8332738973193201,0.0,7.06972097122218,0.0,1.19012431200118,7.432550420548531,0.0,5.8102922801702785,0.0,1.19012431200118,6.10601543070681
H9_24h_035,6.587248051141208,5.97712199378119,0.0,0.0,2.20296624087138,7.8953485517286595,0.0,0.0,0.0,0.0,0.0,0.0,5.13738573145733,0.0,0.0,6.1772033306812215,0.0,4.99984453806609,0.0,7.99695397285632,8.101937887556959,0.783121386200403,0.0,6.2609525440698,2.5959691228902004,7.27184638422948,7.1599465853950095,6.99852959438167,0.0,1.6610883504515601,0.0,1.42588308387761,6.32721138555891,7.35677863723791,2.46836090908355,8.20544580422521,0.0,0.0,6.914816918631471,0.0,8.091528876382789,0.783121386200403,0.0,0.0,6.936968944374759,0.0,7.45600666721716,2.20296624087138,4.40488958704813,8.023135470059401,0.0,0.0,4.3549423236188,1.2878860072073999,0.0,6.64033830917131,7.490535535784121,0.0,0.0,0.0,5.97712199378119,7.633089040469319,4.933329580323,3.37449014089059,0.943124714583688,4.67292886927509,0.0,0.0,0.0,0.0,0.0,0.0,7.56332489204759,4.07542147153721,8.80251554033033,1.2878860072073999,0.0,0.783121386200403,4.89888560198514,0.0,0.0,6.48646589406524,3.15855523988617,0.0,0.783121386200403,7.57553438600803,0.0,0.0,5.29667659904613,0.0,0.0,0.0,7.60665439761425,7.9928772619929305,6.14817055810988,4.68551215492545,0.783121386200403,7.1156404675594604,7.174417993469058,0.0,1.9573203828189296,0.0,9.18756589108693,0.0,0.0,6.70197024936662,6.83690406492656,0.0,7.06993045108864,2.75847382532931,0.0,1.2878860072073999,0.0,0.783121386200403,6.750684300040151,8.27387302584402,3.94645023685585,4.6725211238641515,3.47143469141191,0.0,8.001019196363501,7.38193664568248,1.9573203828189296,0.0,9.870276102411589,6.97392184124413,4.4998778553420005,0.0,0.0,0.0,3.72840498402686,6.85318673718826,7.2446745520276785,3.94645023685585,3.15855523988617,0.0,2.5959691228902004,0.0,0.0,5.467638240780129,8.83243555160857,6.2609525440698,4.89888560198514,10.535826548391901,5.7638283559356704,0.0,9.304841011694007,0.0,8.62682230003162,0.0,6.554430081860992,5.78303104804127,0.783121386200403,6.79612360215325,7.29189460268716,1.6610883504515601,6.42727605308707
H9_24h_036,0.0,7.000815856381309,0.0,0.0,5.26531129058349,4.571082127268389,0.0,0.0,4.53405483536904,0.0,0.0,5.649989377851112,6.45419249753429,0.794538618014543,0.0,0.0,0.0,2.23552458019461,0.0,5.209126039506692,6.8315747888216505,0.0,0.794538618014543,7.28525667906168,7.39635772285596,6.353984550822459,4.27523538570424,6.1150040924284506,0.0,7.4877515071153296,0.0,0.0,3.49611921904199,5.93618683356042,3.98860127199063,2.9084036735609002,0.0,5.28501403011066,0.0,1.30395321906274,0.0,0.0,0.0,0.0,0.0,0.0,5.446332643727571,0.0,6.581251994328129,8.26027415307655,0.0,0.794538618014543,0.0,6.23240711422891,5.56300318060027,0.0,8.52783391465731,1.9774961932322697,1.30395321906274,1.30395321906274,7.57925066262413,2.92802975557004,0.0,0.0,2.32283614041995,0.794538618014543,0.0,0.0,0.0,0.0,0.0,0.0,7.94896164507807,2.78160743797201,3.7534851393287902,0.0,2.2242295159789305,0.0,0.0,0.0,1.30395321906274,7.127476113701332,0.0,0.0,0.0,6.40489586250576,0.0,4.6149878992453885,3.29488109510187,0.0,2.2242295159789305,0.0,7.55691414176392,5.2374921621179,5.18019098001363,4.18897409427611,0.0,1.30395321906274,0.0,0.800635135029037,5.396887786362949,0.0,8.483697400805111,0.0,0.0,6.97594571025552,9.734926405082973,0.0,7.99571231931828,0.0,0.0,6.718391846026,6.40489586250576,0.0,6.36688179938957,8.57547380077397,3.67269249398845,0.0,6.40489586250576,2.6186281843932204,1.30395321906274,6.93357613542151,0.794538618014543,0.0,6.4780449002630185,0.0,1.9774961932322697,6.18571268659487,0.0,0.0,1.32101951925086,7.0416046013277604,7.27160512668834,6.7678509919768794,5.60715177574666,0.0,5.9703911528397695,0.0,0.794538618014543,8.43862609141279,6.524828452626999,7.18686644791288,1.30395321906274,9.00037252966652,0.0,0.0,8.49258042972494,0.0,7.1574768688443,0.0,0.0,0.794538618014543,0.0,0.0,7.59029056310948,0.0,3.73131549661451
H9_24h_037,0.0,7.45121271078055,0.0,0.0,0.0,0.0,0.0,0.0,5.25441901901337,0.0,0.0,0.0,2.83826600171566,0.0,0.8236779268996021,0.0,0.0,0.0,0.0,0.0,1.70983825723578,2.83981831353004,0.0,3.24321755717963,1.34472893922914,2.02844519196632,7.66332354675746,5.93199416454486,0.0,5.15567056861511,0.0,0.0,1.72671661972907,9.41773241637643,0.0,4.23917378189733,0.0,0.6854744349762281,0.0,0.0,0.0,0.0,0.0,0.0,1.47430497214344,0.0,6.8923496326253,5.716555504975599,0.8236779268996021,7.43358740924711,1.72671661972907,0.0,0.8236779268996021,0.0,0.0,0.0,5.87559899501503,6.70277189892376,6.882969197519809,0.0,6.85445629359248,5.60687350587536,0.0,0.0,1.83341968164798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67567742092055,5.876355532425048,10.0296289266869,2.02844519196632,0.0,3.4984330967391606,0.0,0.0,0.0,0.0,6.85445629359248,0.0,7.12499209832443,5.12416863375024,0.0,7.25429863592365,0.0,0.0,5.838034100361639,0.0,1.34472893922914,0.0,7.38630286498474,6.56784529729655,5.716555504975599,6.637331765300809,0.0,1.58210940615231,7.697436669251242,0.0,9.06632897020212,0.0,0.0,3.4524989344619303,0.0,0.0,6.844922003939461,0.0,0.0,1.34472893922914,0.0,0.0,6.61484170764405,7.1486693932852985,3.8932090524286496,0.0,8.24287175363752,0.0,0.0,9.302930213925881,0.0,0.0,7.60175595675368,0.0,4.8442120942143605,4.80461804404005,0.0,0.0,1.34472893922914,4.4955382324540984,8.598037630232131,0.8236779268996021,0.0,0.0,0.0,0.0,0.8236779268996021,0.0,3.96609217047196,7.5996959350426305,0.0,8.65102820530172,5.81848478308597,0.0,1.34472893922914,5.91368533872456,7.3114979620695,0.0,0.0,5.94989387019874,0.0,3.3559956377689804,8.08559085933519,0.0,5.48816164003383
H9_24h_038,6.23078671373902,9.167898673199279,0.0,0.0,0.0,0.0,0.0,0.0,6.264030578304468,0.0,0.0,0.0,7.08712569436541,0.0,1.91794314184874,5.383922278462322,0.0,7.1191038276087,0.0,0.0,6.5545656199559295,0.0,0.0,0.0,6.02044224768417,4.41806540216291,8.97581425897881,3.07214661986615,0.0,0.0,3.7050530286016397,0.0,0.0,5.672965719393481,1.12192734386693,7.930081321272381,0.0,3.04649685671646,5.9786702602776085,0.0,0.0,0.0,0.0,0.0,1.9631987277991598,6.901636932408509,6.43177153439209,8.42498806333143,1.51225697348248,7.36589821596578,0.0,7.754322511501241,0.0,0.0,0.0,0.0,5.41557576624525,0.0,1.51225697348248,0.0,8.67114051598819,9.277579332465413,0.0,5.31845239990414,3.14193363169124,7.56955996103136,0.0,0.0,0.0,0.0,0.0,0.0,6.0809164553428205,6.90899481685565,8.70031508145049,6.24847144531009,0.0,0.0,0.0,0.0,7.66377710331141,3.48401915069669,0.0,0.9458172340431121,3.7071009172099294,0.0,0.0,0.0,2.71318516568726,4.065809724428339,6.46058360906028,0.0,5.9136530712749895,2.9038015027229602,6.39857572234717,7.91863914124029,0.0,1.51225697348248,6.46058360906028,0.0,0.0,0.0,10.8030373213797,2.70910375072362,0.0,7.86433358399158,6.78699734655726,0.0,0.0,0.0,0.0,0.9458172340431121,0.0,6.10052402991145,5.7741077176090805,6.77313564645011,1.51225697348248,0.0,8.94499100324358,4.6363478871941615,6.3530374997066605,7.987970945328269,0.0,0.0,0.0,6.350255677208589,0.0,0.9458172340431121,0.0,0.0,5.41369601618739,5.17786320325915,8.783517815169901,1.51225697348248,0.0,0.0,0.0,0.0,0.0,0.0,6.879108372069299,8.39762991700374,6.2832035561451685,9.179722125023698,0.0,0.0,7.40592580587085,0.0,6.901636932408509,0.0,0.9458172340431121,6.94577376375926,8.255053140989421,2.2342312045212998,0.9458172340431121,0.9458172340431121,5.89153794885578
H9_24h_039,0.0,7.41442856803995,0.0,0.0,0.0,0.0,0.0,0.0,4.24516427470797,0.0,1.08117206938214,0.0,3.2981852150983704,0.0,1.69220779261536,1.08117206938214,0.0,0.0,0.0,4.23665089371224,1.05816520678576,0.0,0.0,0.0,8.124589677327581,0.0,7.7270869523954415,4.54319179281466,0.0,6.34638570884801,0.0,0.0,1.08117206938214,7.912213716877919,0.98685778009932,5.26052017755741,0.0,1.2463337377622798,1.08117206938214,0.0,0.0,0.0,0.0,0.0,1.26654691425603,6.013417429390558,9.046203193107822,0.0,0.0,7.39591046166675,0.0,5.6465425045196,0.0,0.0,0.0,0.0,6.72629855493098,0.0,0.0,0.0,8.669361843867671,8.39879278075546,0.0,0.0,2.6243213678368904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69220779261536,6.06241320030208,7.7497006328155305,2.12010730213126,0.0,6.13978646608517,0.0,0.0,3.46490194278624,1.08117206938214,0.0,0.0,3.13918783726847,7.852594881202282,0.0,0.0,0.0,0.0,1.69220779261536,0.0,4.23665089371224,0.0,5.0108299202749915,4.52861987117627,2.12010730213126,7.66499133848087,0.0,0.0,0.0,0.0,10.3240521241334,0.0,6.094333454049928,3.28007153793607,3.07950414388838,0.0,8.140421172094669,2.12010730213126,0.0,7.90551583982252,7.3954324988188604,0.0,8.54425367925118,6.75638830854121,3.84689954850108,0.0,1.08117206938214,0.0,7.50582893461928,8.42885775809303,0.0,0.0,0.0,6.741421876663551,6.459904221261,0.0,0.0,0.0,2.4496979198057995,4.73673192589837,6.2001438759739,5.43957865146606,0.0,0.0,0.0,0.0,6.13292151699399,1.08117206938214,9.86542375034356,6.96403724914865,0.0,9.74329408882974,0.0,0.0,7.45214610218293,0.0,8.56599339659907,5.9366551305257,1.08117206938214,0.0,8.51070834873547,6.5992414028964985,7.156849517844732,0.0,7.1902993191515305
H9_24h_040,6.23569507729532,9.105176519321759,0.0,0.0,0.0,3.534461296661,0.0,0.0,7.67653881384174,0.0,0.0,5.186212444751098,7.150801143326451,0.0,0.0,0.0,0.0,0.0,0.0,3.53886322810124,4.23143500287084,2.1829696331727497,0.0,5.35204065296696,7.525443828272492,0.0,6.98528393467612,0.0,1.87012977392562,2.1829696331727497,0.0,0.0,0.0,5.892983566863362,2.69981924046323,4.486861119607429,0.0,1.9316807496595096,3.42457282743689,0.914731519784651,1.47011325528618,2.1829696331727497,0.0,0.0,2.37738318913342,0.0,6.26969377555384,4.03509112442194,0.0,7.75560883171541,1.87012977392562,6.25254334404933,0.0,0.0,0.0,3.16461958373704,7.48324228967551,3.53886322810124,6.20139652180354,4.9587229423433,6.68369777084427,6.89158956764266,0.0,1.87012977392562,1.57671018817731,0.0,0.0,0.0,0.0,4.53172175143744,0.914731519784651,0.0,7.08243234526909,5.734110044779731,9.79751492595571,4.87415673860199,0.0,4.35577749353751,0.0,0.0,0.0,4.1553562854840385,0.0,0.0,0.914731519784651,7.90081196620723,0.0,4.41684100914208,3.74341316566948,0.0,0.0,0.0,3.01466694864639,2.65793931446896,0.0,0.0,3.53886322810124,0.0,1.47011325528618,1.0380214816631501,0.0,0.0,9.419044775463659,0.0,0.0,5.384809743792388,2.71351334202661,5.97648449289274,2.4399132523737403,5.6602731940577184,0.0,4.53172175143744,0.0,0.0,6.51242059924013,7.447106115535001,4.41684100914208,0.0,7.78688344610801,0.0,4.87415673860199,8.6824891301807,0.0,0.914731519784651,7.719708574832151,0.914731519784651,0.0,0.0,0.0,0.0,2.65793931446896,2.4399132523737403,7.67666365783041,6.912836725026032,2.1829696331727497,0.0,1.87012977392562,0.0,0.0,0.0,8.31923918830044,5.7099152274041405,4.82993906191537,9.850807815842181,3.3687962673151,0.0,7.75732158244642,0.0,8.43191492274526,0.0,0.0,5.07694697937097,0.0,0.914731519784651,0.0,0.0,6.72049392888919
H9_24h_041,0.0,8.64195164940112,0.0,0.0,0.0,3.99581974012842,0.0,0.0,1.54042244696731,0.0,0.0,0.0,4.4324338986745095,0.0,4.57714930794433,6.6621741150903,0.0,0.0,0.0,7.72268132853029,8.75156757673863,0.91044854286968,0.0,7.50940874695452,5.177327515446031,0.91044854286968,7.661316527737799,7.164907197962831,0.0,0.0,0.0,0.0,8.99521781046045,1.86349819821069,1.4780132194990805,2.06800215322169,7.362918181050269,8.461947657564009,5.14182357901566,0.0,0.0,0.0,0.0,0.0,6.50673760360227,0.0,0.0,0.0,7.60376397051589,2.8394373367833197,6.5981217148847815,0.0,0.0,0.0,0.0,0.0,2.17585004813005,0.0,0.91044854286968,0.91044854286968,7.9654104762183,7.9654104762183,0.0,5.84037024770845,2.10681999418979,0.0,0.0,0.0,0.0,0.91044854286968,0.91044854286968,0.0,0.91044854286968,6.75908704224591,8.72218006478475,0.0,6.73534317298069,5.1054238180113085,0.0,0.0,0.0,0.7761041017365451,5.37191401589501,0.0,0.0,1.49612160430981,1.4642811924808299,0.0,6.98626370977093,0.0,6.139362130016121,0.0,6.3118915145051595,0.0,8.14367400857041,6.33046073671215,6.44631777519418,0.0,0.0,0.0,1.86349819821069,0.0,10.0037511066534,0.307428577622831,0.0,8.33518175943888,5.98763273838339,3.00666396948043,0.0,0.0,0.0,0.0,6.87173442105307,0.0,6.74566837062109,7.80443010532383,0.0,0.0,7.7405930868717014,0.0,0.0,5.7953785729771115,5.86038605315042,0.91044854286968,1.86349819821069,0.0,0.0,0.0,0.0,0.0,6.12124596714593,0.0,8.44117693616251,0.0,0.91044854286968,0.0,0.0,0.0,0.0,0.91044854286968,1.4642811924808299,7.9242079527712,8.72227021034253,9.34698690618758,5.46276759819693,0.0,3.00666396948043,0.91044854286968,8.216090415102379,4.21665631028469,1.4642811924808299,6.584962771066331,4.679740988004991,0.0,0.0,0.0,0.0
H9_24h_042,5.268485093248441,5.313164448397269,0.0,0.0,1.35861556020698,3.1410973980360497,0.0,0.0,0.0,0.0,0.0,1.35861556020698,6.21300024611574,0.8336551069788879,7.05735209421795,3.1410973980360497,0.0,2.6949613390942995,0.0,5.407907727833849,0.50035672666009,0.0,0.0,0.0,0.0,5.53503592115519,6.5558344261452985,7.7967609568792495,0.0,0.0,2.2960093115355886,0.0,5.08117706075467,6.416408627555691,0.8773112025490509,5.70215002293713,0.0,1.7494177992286295,5.780610554817652,0.0,4.78631543447485,0.0,0.0,0.0,0.0,0.0,5.32588086469699,5.5104907052108,4.36140849414799,6.494579089336,0.0,4.70211650702979,0.0,2.50923200710296,0.0,2.50923200710296,5.65118983877041,0.0,0.0,5.01291703506612,4.90406065891154,5.58290799895806,0.0,2.859484413444509,2.33902089847736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55629559098862,3.6704917742770804,8.74183669974506,0.0,0.0,2.04844598021723,0.0,0.0,0.0,4.51736746968558,3.37661526400262,0.8336551069788879,0.0,7.8116046446814,0.0,3.6704917742770804,0.0,0.0,1.35861556020698,0.0,5.08117706075467,5.3537445759794595,7.9955599197626785,0.0,4.46723134205937,0.0,0.0,0.0,6.494579089336,0.0,8.58599716699076,2.02368258049536,0.0,2.04571538857228,6.75797126398123,3.0071513546401696,1.35861556020698,0.0,0.0,4.71076100187264,2.2960093115355886,0.0,8.093833848217221,6.98792766081797,5.60626123062312,0.0,0.0,0.0,2.2960093115355886,7.84698124857242,0.0,5.01291703506612,4.51736746968558,0.0,2.859484413444509,0.0,0.0,0.0,7.48655698482291,5.01291703506612,6.95192107619041,0.0,5.2974683872936,0.0,4.61269730021825,0.0,6.3498972954619015,0.0,5.58290799895806,7.435319179961509,4.78631543447485,10.2249710645021,0.0,0.0,8.66282170053453,0.0,8.28323363377668,0.0,0.0,0.8336551069788879,3.1410973980360497,1.74268951097471,5.6960680504311005,0.0,8.83106632445285
H9_24h_043,0.0,7.33387144808992,0.0,0.0,0.535662390627778,7.080904970755499,0.0,0.0,1.9995968786731202,0.0,0.0,0.0,5.41787136586,0.0,4.85065886278086,6.134212009019951,0.0,2.4584018652026605,0.0,7.88490045048226,0.7280746647712809,9.11810105083075,3.1847462289440798,6.69863815396833,0.883825847730999,3.7643686469380997,8.0469604544406,7.4474843186243405,0.0,7.53384847780646,0.0,0.0,0.535662390627778,1.23193781529005,3.44153526936431,7.549687159535449,0.0,0.811751084463116,6.687353531385889,4.9599419951203485,0.0,5.803540216992741,0.535662390627778,0.0,0.0,0.0,8.15119030773152,5.52543217857969,6.44086991727237,8.01985106233333,4.21215647613051,7.15568770262839,5.9987609880565405,4.2443413887907715,0.0,0.0,6.78469554326263,1.48461779706995,8.03073122028872,0.0,6.576183326317801,7.1098860912268185,5.744271049622362,0.0,1.20686699789276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81510736443163,8.89472661907878,0.535662390627778,0.0,0.0,0.0,0.0,0.0,0.535662390627778,3.85680914903697,0.0,7.232402906837491,7.1530467722969995,0.0,4.17672867422075,8.82618365333579,6.8143343246848715,2.71899193867203,0.0,3.3207953256722904,8.79503851554204,0.535662390627778,6.79559694555359,7.63537226097054,0.535662390627778,0.9254033351039208,0.7818818061597009,0.0,0.0,9.99258387828297,1.2592926500884098,0.0,6.95794777989566,0.0,0.0,5.17270312609742,0.0,4.68529074136585,6.26648070726331,0.0,0.0,8.01972609939383,0.0,7.07186929784489,0.535662390627778,4.4970478975048,0.0,7.06214580872957,7.572698005168611,6.7296512097804495,2.3352740327217503,10.958162191505899,0.0,0.535662390627778,1.48461779706995,0.0,2.57184260192364,5.68246226548393,5.311147749115539,8.64312533423656,2.7750291191436602,0.0,0.0,0.0,0.0,5.60461703659655,0.0,7.496691902646692,7.90238443333318,0.0,8.738862300342571,8.14350340962723,7.3944971184303485,8.633308709446219,0.9254033351039208,7.1198538521520485,0.0,8.755452313234251,5.11771862191191,0.535662390627778,0.0,7.4174446218547905,0.535662390627778,4.37824949639114
H9_24h_044,0.0,7.8580532582846905,0.0,0.0,0.0,0.0,0.0,0.0,5.7936981194709,0.0,4.93975074192531,2.6015112411961003,6.74045517683034,0.0,0.7859056770020891,5.98365478163088,0.0,0.0,0.0,5.52038485550524,1.3986973494839798,1.66563066009018,0.0,0.7859056770020891,5.8453104392363,4.1420874701980495,8.60421019242857,5.376907265367628,0.0,0.0,0.0,0.0,0.0,7.691659332859759,0.767611690038104,1.1901651482247901,0.0,0.0,2.7641327167615097,0.7859056770020891,0.0,0.0,2.8273207239225697,0.0,4.87429045737545,0.0,7.3182642751920595,4.0186040494277,0.7859056770020891,6.859767379019259,0.0,2.91026625123425,0.0,0.0,1.96225191791949,0.0,7.02129134008919,6.04822948030087,1.29180905708613,0.0,7.3946324102614405,7.97893065292014,0.0,3.73454316564483,2.75487562304609,1.29180905708613,0.0,0.0,0.0,0.7859056770020891,0.0,0.0,0.0,5.75126897158313,9.00085439470406,7.95386734345672,0.0,3.0429495827345003,0.0,0.0,6.1250841156961116,5.376907265367628,0.0,0.0,0.0,0.0,0.0,0.0,5.9160537473117305,5.45042895116873,0.0,0.0,5.376907265367628,0.0,7.053108442125598,5.703950896888242,0.7859056770020891,0.0,0.0,2.10265589406768,4.0186040494277,0.7859056770020891,9.99535719875317,0.0,0.7859056770020891,5.73429494794698,3.65383846843961,0.0,0.0,0.0,0.0,6.67785224996051,4.63794369270519,0.0,5.511021993989461,7.71621167072109,2.08798648789085,0.0,0.0,0.0,6.183749734075072,7.04189353342374,3.95265852816539,0.0,5.75126897158313,3.88355364983452,0.0,2.6015112411961003,0.0,1.96225191791949,5.84549214828592,2.41820240766994,4.93975074192531,2.2081650648753,3.20126588917853,0.0,0.0,0.0,0.0,1.66563066009018,3.73454316564483,6.89530772033788,1.29180905708613,9.96537464834931,5.42633564290692,0.0,9.74671190139954,0.0,7.045219708144339,0.7859056770020891,4.1420874701980495,1.29180905708613,0.0,2.41820240766994,8.92324620204581,6.91829369006076,6.04822948030087
H9_24h_045,0.0,8.55945657438015,0.0,0.0,0.0,5.60972636220001,0.0,0.0,4.59738914485192,0.0,0.0,0.0,7.09869896214029,0.0,6.863346583877928,7.23087246550248,0.0,0.0,0.0,7.12958045189898,2.09694324652827,0.7117125877192629,0.0,0.0,5.0943563807269,6.871227253754832,7.74589633944945,7.285148278164259,0.0,6.70480321689679,0.0,0.0,0.7117125877192629,8.036043396291749,1.9258892143353998,0.0,0.0,5.8709758926979,6.6508872646191515,0.0,7.27828921433861,0.0,0.0,0.7117125877192629,1.9921444294318402,0.0,7.18121034112236,0.0,6.100161736173002,5.19825200257837,0.0,2.75268947731655,6.76525968907561,0.0,0.460764351897408,0.0,9.24812732386839,6.12673928352175,1.8282206359170101,0.0,8.032533768485001,8.61917257358224,0.0,0.0,1.99676252074375,0.0,0.0,0.0,5.2715406597567185,0.0,0.0,0.0,0.0,3.31156985746702,6.8946142220096505,2.6092766812284,0.0,0.0,0.0,0.0,0.0,8.38604236860177,8.029015582021849,0.0,6.59487789441559,8.72400411149197,0.0,0.7117125877192629,6.62306102683424,6.6136963724700415,0.7117125877192629,3.7818781362132095,6.69595599127363,0.0,7.964175453629121,4.8789405002510104,4.7962539569473615,0.0,0.0,1.9403451498793998,7.5826040275603095,0.0,9.50279341949424,0.5068183061425771,0.0,6.68186584300848,6.12673928352175,7.09634757778882,0.0,1.8282206359170101,0.0,4.08267511464286,0.0,0.7117125877192629,2.75268947731655,0.0,8.31270285737328,5.57154144566397,1.54262519237971,3.96976599116451,0.0,6.7904136646506,1.18617989997627,0.0,1.54262519237971,0.0,1.54262519237971,5.594192589560009,0.0,0.0,5.852304683175171,7.451550572177942,6.3002179237845395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.155884443576291,6.63245802649163,3.8472642472513394,10.0752017977117,5.3859767401269805,6.17846914704924,10.509626894398,0.0,7.73716893977085,0.0,4.08267511464286,3.4013855907634505,7.577796129745691,5.121040105724299,7.18753607391992,1.26486282704672,0.0
H9_24h_046,0.0,8.74554564317296,0.0,0.0,0.0,1.1909263814811202,0.0,0.0,0.0,0.0,5.74423402141214,0.0,5.34998833337043,0.0,0.0,5.20647919178709,0.0,4.4281347927092005,0.0,3.33851921042177,3.02386576882762,0.0,0.0,0.0,0.0,0.0,1.1909263814811202,0.0,0.0,6.44292716182597,0.0,0.0,2.8904397989047097,7.07072487668739,1.1031811404507301,6.9797246321032596,7.3111409465353,8.53413647358666,7.189609119198611,8.818020000768561,1.83430096910732,0.0,0.0,0.0,0.786505194242039,5.65521520051054,2.7598947032261,6.58205556951012,7.287639827952192,6.5449720001810014,0.0,2.07295719700637,0.0,6.978330751067951,0.0,7.48652143503704,8.15577627353553,8.11959724254994,5.74423402141214,0.0,8.22344810720425,9.26423640720147,0.715011635852037,0.0,2.32831453700985,0.0,0.0,0.0,0.0,5.95284986649371,0.0,0.0,7.64735878839826,7.183255271547849,7.961316873333992,8.03023620322606,0.715011635852037,4.35449359694785,0.0,0.0,0.0,8.21300633473026,0.0,0.715011635852037,7.379431099086442,2.2012559268051697,0.0,0.0,1.83430096910732,0.0,0.0,0.0,8.1036704454493,0.0,0.0,0.0,0.0,0.0,0.715011635852037,2.41936251524653,1.1909263814811202,0.0,10.716256133199401,0.0,0.0,4.1439572492275,7.2966742737510195,0.0,0.0,1.54818474538079,0.0,1.83430096910732,0.0,0.0,8.045239140949269,1.54818474538079,7.4506251295462,2.61635102806791,0.0,0.0,1.9585583966826101,7.10474283560671,3.46961373131439,0.0,8.29184270071563,0.0,7.8211107410846,6.0950198781585,0.0,0.0,6.73940144839496,5.349534433405941,8.15593852218404,0.715011635852037,0.0,0.0,0.0,0.0,0.0,0.0,6.4100024386808885,6.75662181158227,0.0,9.06704291935806,6.36579837742958,0.0,8.39722172620409,0.0,7.27574413183918,0.0,7.86948156226824,5.996990936185791,5.37205628988189,0.0,6.847826194006751,0.0,8.341362588304
